title,Publish Time,Mission,Methods,Object,link
Machine-learning prediction for mean motion resonance behaviour - The planar case,2022-4-1,Simulation,CNN:Conv1D,Planet,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.2218L
The Value-added Catalog for LAMOST DR8 Low-resolution Spectra,2022-4-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJS..259...51W
"Fast, High-fidelity Ly\ensuremath\alpha Forests with Convolutional Neural Networks",2022-4-1,Prediction,Unet,Cosmology,https://ui.adsabs.harvard.edu/abs/2022ApJ...929..160H
Galaxy Light Profile Convolutional Neural Networks (GaLNets). I. Fast and Accurate Structural Parameters for Billion-galaxy Samples,2022-4-1,Prediction,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2022ApJ...929..152L
Cosmology with One Galaxy?,2022-4-1,Statistical Inference,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2022ApJ...929..132V
A Pulsar Search Method Combining a New Feature Representation and Convolutional Neural Network,2022-4-1,Object Detection,CNN + GAN,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJ...929...18Z
Measuring Frequency and Period Separations in Red-giant Stars Using Machine Learning,2022-4-1,Object Detection + Prediction-Regression,CNN:Conv1D+LSTM,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJ...928..188D
APOGEE Net: An Expanded Spectral Model of Both Low-mass and High-mass Stars,2022-4-1,Prediction-Regression,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2022AJ....163..152S
Search for glitches in gamma-ray pulsars with deep learning,2022-4-1,Object Detection,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2022A&A...660A..43S
The Cetus-Palca stream: A disrupted small dwarf galaxy. A prequel to the science possible with WEAVE with precise spectro-photometric distances,2022-4-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2022A&A...660A..29T
Estimation of H II Bubble Size Distribution from 21 cm Power Spectrum with Artificial Neural Networks,2022-3-1,Data Reconstruction,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2022RAA....22c5027S
Solving Surface Deformation of Radio Telescope Antenna by Artificial Neural Network,2022-3-1,Simulation,NN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022RAA....22c5020W
Simultaneously constraining cosmology and baryonic physics via deep learning from weak lensing,2022-3-1,Prediction-Regression,CNN:ResNet,Cosmology,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.1518L
Adaboost-DSNN: an adaptive boosting algorithm based on deep self normalized neural network for pulsar identification,2022-3-1,Data Processing,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511..683T
DECORAS: detection and characterization of radio-astronomical sources using deep learning,2022-3-1,Object Detection,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5891R
Investigation of the orbital period and mass relations for W UMa-type contact systems,2022-3-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5315P
The evolution of barred galaxies in the EAGLE simulations,2022-3-1,Object Detection,CNN,Galaxies,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5164C
zELDA: fitting Lyman alpha line profiles using deep learning,2022-3-1,Prediction-Regression,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.4525G
Radio Galaxy Zoo: giant radio galaxy classification using multidomain deep learning,2022-3-1,Object Classification,CNN:InceptionNet,Galaxies,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.4504T
PGNets: planet mass prediction using convolutional neural networks for radio continuum observations of protoplanetary discs,2022-3-1,Object Classification,CNN:ResNet,Planet,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.4473Z
Deep phase retrieval for astronomical Shack-Hartmann wavefront sensors,2022-3-1,Data Reconstruction,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.4347G
Restoration of images with a spatially varying PSF of the T80-S telescope optical model using neural networks,2022-3-1,Image Restoration,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.4284B
New approaches for faint source detection in hard X-ray surveys,2022-3-1,Object Detection,CNN,High Energy: X-ray,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.4031L
Deep Learning of Dark Energy Spectroscopic Instrument Mock Spectra to Find Damped Ly\ensuremath\alpha Systems,2022-3-1,Object Detection,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2022ApJS..259...28W
SynthIA: A Synthetic Inversion Approximation for the Stokes Vector Fusing SDO and Hinode into a Virtual Observatory,2022-3-1,Data Processing,Unet,Solar,https://ui.adsabs.harvard.edu/abs/2022ApJS..259...24H
RU-net: A Residual U-net for Automatic Interplanetary Coronal Mass Ejection Detection,2022-3-1,Object Detection,CNN:ResUnet,Solar,https://ui.adsabs.harvard.edu/abs/2022ApJS..259....8C
A Robust Identification Method for Hot Subdwarfs Based on Deep Learning,2022-3-1,Object Detection,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJS..259....5T
Neural Networks as Optimal Estimators to Marginalize Over Baryonic Effects,2022-3-1,Data Processing,NN:MLP and CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2022ApJ...928...44V
Machine Learning Classification to Identify Catastrophic Outlier Photometric Redshift Estimates,2022-3-1,Anomaly Detection,NN:MLP,Galaxies,https://ui.adsabs.harvard.edu/abs/2022ApJ...928....6S
Recovery of TESS Stellar Rotation Periods Using Deep Learning,2022-3-1,Prediction-Regression,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJ...927..219C
How Many Elements Matter?,2022-3-1,Data Reconstruction,Flow:Normalizing Flow,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJ...927..209T
Extending the SAGA Survey (xSAGA). I. Satellite Radial Profiles as a Function of Host-galaxy Properties,2022-3-1,Object Detection,CNN: attention,Galaxies,https://ui.adsabs.harvard.edu/abs/2022ApJ...927..121W
DeepZipper: A Novel Deep-learning Architecture for Lensed Supernovae Identification,2022-3-1,Object Detection,CNN:CNN+LSTM,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2022ApJ...927..109M
Finding Universal Relations in Subhalo Properties with Artificial Intelligence,2022-3-1,Simulation,PINNS,Galaxies,https://ui.adsabs.harvard.edu/abs/2022ApJ...927...85S
Extracting the Subhalo Mass Function from Strong Lens Images with Image Segmentation,2022-3-1,Image Segmentation + Prediction-Regression,Unet,Galaxies,https://ui.adsabs.harvard.edu/abs/2022ApJ...927...83O
SUPPNet: Neural network for stellar spectrum normalisation,2022-3-1,Data Processing,Unet,Stars,https://ui.adsabs.harvard.edu/abs/2022A&A...659A.199R
"J-PLUS: Stellar parameters, C, N, Mg, Ca, and [\ensuremath\alpha/Fe] abundances for two million stars from DR1",2022-3-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022A&A...659A.181Y
Exploring X-ray variability with unsupervised machine learning. I. Self-organizing maps applied to XMM-Newton data,2022-3-1,Feature Extraction/Dim Reduction/Cluster,NN:SOM,High Energy: X-ray,https://ui.adsabs.harvard.edu/abs/2022A&A...659A..66K
Generalized approach to matched filtering using neural networks,2022-2-1,Object Detection,NN:MLP,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2022PhRvD.105d3006Y
From one to many: A deep learning coincident gravitational-wave search,2022-2-1,Object Detection,CNN:Conv1D,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2022PhRvD.105d3003S
Boosted top quark tagging and polarization measurement using machine learning,2022-2-1,Object Classification,CNN,High Energy: Quark,https://ui.adsabs.harvard.edu/abs/2022PhRvD.105d2005B
Single frequency CMB B-mode inference with realistic foregrounds from a single training image,2022-2-1,Data Processing,Unet,Cosmology,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510L...1J
A classifier for spurious astrometric solutions in Gaia eDR3,2022-2-1,Object Classification,NN:MLP,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.2597R
Lenses In VoicE (LIVE): searching for strong gravitational lenses in the VOICE@VST survey using convolutional neural networks,2022-2-1,Object Detection,CNN,Gravitational Lenses,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510..500G
The Spectroscopic Binaries from the LAMOST Medium-resolution Survey. I. Searching for Double-lined Spectroscopic Binaries with a Convolutional Neural Network,2022-2-1,Object Detection,CNN:Conv1D,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJS..258...26Z
Simulation-based Inference of Reionization Parameters from 3D Tomographic 21 cm Light-cone Images,2022-2-1,Feature Extraction/Dim Reduction/Cluster,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2022ApJ...926..151Z
The Importance of Being Interpretable: Toward an Understandable Machine Learning Encoder for Galaxy Cluster Cosmology,2022-2-1,Explainable AI,AE,Galaxies,https://ui.adsabs.harvard.edu/abs/2022ApJ...926...45N
STag: Supernova Tagging and Classification,2022-2-1,Object Classification,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJ...925..186D
Convolutional Neural Networks and Stokes Response Functions,2022-2-1,Prediction-Regression,CNN:Conv1D,Solar,https://ui.adsabs.harvard.edu/abs/2022ApJ...925..176C
Deep Learning of the Eddington Tensor in Core-collapse Supernova Simulation,2022-2-1,Simulation,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJ...925..117H
Estimation of Photometric Redshifts. II. Identification of Out-of-distribution Data with Neural Networks,2022-2-1,Prediction-Regression,NN,Galaxies,https://ui.adsabs.harvard.edu/abs/2022AJ....163...98L
A Machine Learning-based Direction-of-origin Filter for the Identification of Radio Frequency Interference in the Search for Technosignatures,2022-2-1,Object Detection,CNN:Conv1D,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022AJ....163...76P
Photometric Classification of Early-time Supernova Light Curves with SCONE,2022-2-1,Object Classification,CNN,Stars,https://ui.adsabs.harvard.edu/abs/2022AJ....163...57Q
SDSS-IV MaStar: Data-driven Parameter Derivation for the MaStar Stellar Library,2022-2-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022AJ....163...56I
SunnyNet: A neural network approach to 3D non-LTE radiative transfer,2022-2-1,Simulation,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2022A&A...658A.182C
HOLISMOKES. VII. Time-delay measurement of strongly lensed Type Ia supernovae using machine learning,2022-2-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022A&A...658A.157H
Multi-scale deep learning for estimating horizontal velocity fields on the solar surface,2022-2-1,Prediction,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2022A&A...658A.142I
Multi-frequency point source detection with fully convolutional networks: Performance in realistic microwave sky simulations,2022-2-1,Object Detection,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2022A&A...658A.110C
Identification of new M 31 star cluster candidates from PAndAS images using convolutional neural networks,2022-2-1,Object Detection,CNN,Star Clusters,https://ui.adsabs.harvard.edu/abs/2022A&A...658A..51W
Machine Learning for Improving Stellar Image-based Alignment in Wide-field Telescopes,2022-1-1,Prediction,NN:MLP,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022RAA....22a5008W
Seeking new physics in cosmology with Bayesian neural networks: Dark energy and modified gravity,2022-1-1,Object Classification,BNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2022PhRvD.105b3531M
Galaxy Zoo DECaLS: Detailed visual morphology measurements from volunteers and deep learning for 314 000 galaxies,2022-1-1,Object Classification,CNN:EfficientNet,Galaxies,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3966W
Machine learning astrophysics from 21 cm lightcones: impact of network architectures and signal contamination,2022-1-1,Prediction-Regression,RNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3852P
Data-efficient classification of radio galaxies,2022-1-1,Object Classification,CNN:DenseNet,Galaxies,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2269S
Planck limits on cosmic string tension using machine learning,2022-1-1,Prediction-Regression,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2169T
Light-curve fingerprints: an automated approach to the extraction of X-ray variability patterns with feature aggregation - an example application to GRS 1915+105,2022-1-1,Object Classification,VAE,Black Hole,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1269O
Reconstructing the Hubble diagram of gamma-ray bursts using deep learning,2022-1-1,Data Reconstruction,LSTM,Cosmology,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1194T
El-CID: a filter for gravitational-wave electromagnetic counterpart identification,2022-1-1,Object Detection,CNN:TCN,Gravitational Waves,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509..914C
Low-dimensional Convolutional Neural Network for Solar Flares GOES Time-series Classification,2022-1-1,Prediction-Regression,CNN:Conv1D,Solar,https://ui.adsabs.harvard.edu/abs/2022ApJS..258...12L
The PHANGS-HST Survey: Physics at High Angular Resolution in Nearby Galaxies with the Hubble Space Telescope,2022-1-1,Object Classification,CNN,Star Clusters,https://ui.adsabs.harvard.edu/abs/2022ApJS..258...10L
Expediting DECam Multimessenger Counterpart Searches with Convolutional Neural Networks,2022-1-1,Data Processing,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2022ApJ...925...44S
Beyond the Local Volume. I. Surface Densities of Ultracool Dwarfs in Deep HST/WFC3 Parallel Fields,2022-1-1,Object Detection,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2022ApJ...924..114A
DSC based Dual-Resunet for radio frequency interference identification,2021-12-1,Object Detection,Unet,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021RAA....21..299Z
Deep learning the astrometric signature of dark matter substructure,2021-12-1,Object Classification,CNN:ResNet,Cosmology,https://ui.adsabs.harvard.edu/abs/2021PhRvD.104l3541V
Extracting the Galactic Center excess' source-count distribution with neural nets,2021-12-1,Statistical Inference,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2021PhRvD.104l3022L
An unbiased estimator of the full-sky CMB angular power spectrum at large scales using neural networks,2021-12-1,Prediction-Regression,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2021MNRAS.508.4600C
SCSS-Net: solar corona structures segmentation by deep learning,2021-12-1,Image Segmentation,Unet,Solar,https://ui.adsabs.harvard.edu/abs/2021MNRAS.508.3111M
GLOBALEMU: a novel and robust approach for emulating the sky-averaged 21-cm signal from the cosmic dawn and epoch of reionization,2021-12-1,Simulation,NN:MLP,Cosmology,https://ui.adsabs.harvard.edu/abs/2021MNRAS.508.2923B
Identifying potential exomoon signals with convolutional neural networks,2021-12-1,Object Detection,CNN:Conv1D,Planet,https://ui.adsabs.harvard.edu/abs/2021MNRAS.508.2620T
Solar Flare Prediction Based on the Fusion of Multiple Deep-learning Models,2021-12-1,Prediction,CNN+MLP+LSTM,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJS..257...50T
Multiple CNN Variants and Ensemble Learning for Sunspot Group Classification by Magnetic Type,2021-12-1,Object Classification,CNN,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJS..257...38T
Weak-lensing Mass Reconstruction of Galaxy Clusters with a Convolutional Neural Network,2021-12-1,Data Reconstruction,CNN,Cosmology,https://ui.adsabs.harvard.edu/abs/2021ApJ...923..266H
Fuzzy Cluster Analysis: Application to Determining Metallicities for Very Metal-poor Stars,2021-12-1,Prediction-Regression,NN:MLP,Stars,https://ui.adsabs.harvard.edu/abs/2021ApJ...923..183L
A Machine-learning Approach to Integral Field Unit Spectroscopy Observations. III. Disentangling Multiple Components in H II Regions,2021-12-1,Object Classification,CNN,Instruments/Software/Methods,https://ui.adsabs.harvard.edu/abs/2021ApJ...923..169R
Improving the Spatial Resolution of Solar Images Using Generative Adversarial Network and Self-attention Mechanism,2021-12-1,Image Refinement,GAN:Unet+attention,Solar,https://ui.adsabs.harvard.edu/abs/2021ApJ...923...76D
Multiwavelength Spectral Analysis and Neural Network Classification of Counterparts to 4FGL Unassociated Sources,2021-12-1,Object Classification,NN:MLP,High Energy,https://ui.adsabs.harvard.edu/abs/2021ApJ...923...75K
